wdId,eng,chi,grade,gradechi
6256,segregation,[名詞] 隔離;種族隔離,3,中高級
6257,seize,[動詞] 抓住;捉住;沒收;扣押,2,中級
6258,seldom,[副詞] 很少地,1,初級
6259,select,[動詞] 挑選,1,初級
6260,selection,[名詞] 選擇;選拔;選集,2,中級
6261,selective,[形容詞] 有選擇性的,3,中高級
6262,self,[名詞] 自身,2,中級
6263,self-esteem,[名詞] 自尊,3,中高級
6264,selfish,[形容詞] 自私的,1,初級
6265,sell,[動詞] 賣,1,初級
6266,semester,[名詞] 學期,1,初級
6267,semi-final,[名詞] 期中考,3,中高級
6268,semiconductor,[名詞] 半導體,3,中高級
6269,seminar,[名詞] 專題討論(課或會議),3,中高級
6270,senate,[名詞] 立法機構;參議院的會議廳,3,中高級
6271,senator,[名詞] 參議員,3,中高級
6272,send,[動詞] 寄發;送,1,初級
6273,senior,[形容詞] 年資較深的;四年級生的; [名詞] 資深人士;(大學)四年級生,2,中級
6274,sensation,[名詞] 感覺;知覺;轟動,3,中高級
6275,sensational,[形容詞] 引起轟動的;感覺的;知覺的,3,中高級
6276,sense,[動詞] 意識到;了解,1,初級
6277,sensible,[形容詞] 有知覺的;明顯的,2,中級
6278,sensitive,[形容詞] 敏感的;易受傷害的,2,中級
6279,sensitivity,[名詞] 敏感性;感受性,3,中高級
6280,sentence,[動詞] 宣判;判決; [名詞] 句子,2,中級
6281,sentiment,[名詞] 感情;情緒;感傷,3,中高級
6282,sentimental,[形容詞] 情深的;情感;多愁善感的,3,中高級
6283,separate,[形容詞] 單獨的,1,初級
6284,separated,[形容詞] 分離的;分隔的;分居的,3,中高級
6285,separately,[副詞] 分離地;個別地;分別地,3,中高級
6286,separation,[名詞] 分開;分離,2,中級
6287,separatism,[名詞] 分離主義,3,中高級
6288,separatist,[形容詞] 分離主義者的; [名詞] 分離主義者,3,中高級
6289,sequence,[名詞] 連續;一連串;次序,3,中高級
6290,serene,[形容詞] 安詳的;寧靜的,3,中高級
6291,serenity,[名詞] 晴朗;平靜;沈著,3,中高級
6292,sergeant,[名詞] 中士;警官,3,中高級
6293,serial,[形容詞] 一連串的;一系列的; [名詞] 連載小說,3,中高級
6294,series,[名詞] 連續;系列,2,中級
6295,serious,[形容詞] 嚴肅的;嚴重的;認真的,1,初級
6296,seriously,[副詞] 嚴肅地;認真地;當真地;嚴重地,3,中高級
6297,sermon,[名詞] 佈道;說教,3,中高級
6298,servant,[名詞] 雇工,1,初級
6299,serve,[動詞] 服務,1,初級
6300,server,[名詞] 侍者;伺服器,3,中高級
6301,service,[名詞] 服務,1,初級
6302,serviceman,[名詞] 軍人;修護人員,3,中高級
6303,serving,[名詞] 服務;侍候;(食物、飲料等)一份,3,中高級
6304,session,[名詞] 開庭;會期;講習會,2,中級
6305,set,[形容詞] 固定的;下定決心的;準備好的;呆滯的; [動詞] 安放;沒入; [名詞] 套;組,1,初級
6306,set-up,[名詞] 裝配,2,中級
6307,setback,[名詞] 挫折;倒退,3,中高級
6308,setting,[名詞] 安裝;設定;鑲嵌;背景,3,中高級
6309,settle,[動詞] 安放;安頓;解決(問題等),2,中級
6310,settlement,[名詞] 解決;清算;定居,2,中級
6311,settler,[名詞] 殖民者;開拓者,2,中級
6312,seven,[形容詞] 七的; [名詞] 七,1,初級
6313,seventeen,[形容詞] 十七的; [名詞] 十七,1,初級
6314,seventy,[形容詞] 七十的; [名詞] 七十,1,初級
6315,several,[形容詞] 幾個的; [代名詞] 幾個,1,初級
6316,severe,[形容詞] 嚴重的;劇烈的,2,中級
6317,sew,[動詞] 縫製;縫補,2,中級
6318,sewer,[名詞] 污水管;下水道,3,中高級
6319,sex,[名詞] 性別;色情;性交;性慾;性感,2,中級
6320,sexual,[形容詞] 兩性的;關於性關係的;性慾的,2,中級
6321,sexuality,[名詞] 有性狀態;性徵,3,中高級
6322,sexy,[形容詞] 性感的,2,中級
6323,shabby,[形容詞] 破爛的;破舊的;邋遢的,3,中高級
6324,shade,[動詞] 遮蔽,2,中級
6325,shadow,[形容詞] 非官方的;非正式的; [動詞] 使變暗;使陰鬱; [名詞] 蔭;陰暗處;影子,2,中級
6326,shady,[形容詞] 靠不住的;名聲不好的,2,中級
6327,shaft,[動詞] 在...上裝桿(或手柄、軸等); [名詞] 箭桿;矛柄;把手;礦井,3,中高級
6328,shake,[動詞] 搖動;握(手); [名詞] 搖動;奶昔,1,初級
6329,shall,[助動詞] 將;應該,1,初級
6330,shallow,[形容詞] 淺的,2,中級
6331,shame,[動詞] 使感到羞恥; [名詞] 羞恥(心),2,中級
6332,shameful,[形容詞] 可恥的,2,中級
6333,shampoo,[動詞] 洗(頭髮);洗(地毯等); [名詞] 洗髮精,2,中級
6334,shape,[動詞] 使成形;塑造,1,初級
6335,shaped,[形容詞] 成某種形狀的,3,中高級
6336,share,[動詞] 分享; [名詞] 股份;市場佔有率;分攤;貢獻,1,初級
6337,shareholder,[名詞] 股東,3,中高級
6338,shark,[名詞] 鯊魚,1,初級
6339,sharp,[形容詞] 尖銳的;敏銳的,1,初級
6340,sharpen,[動詞] 削尖,2,中級
6341,shatter,[動詞] 粉碎;砸碎,3,中高級
6342,shave,[動詞] 刮(鬍子等);修剪,2,中級
6343,shaver,[名詞] 理髮師,2,中級
6344,she,[代名詞] 她,1,初級
6345,she'd,[縮短形] she had; she would,1,初級
6346,she'll,[縮短形] she will,1,初級
6347,she's,[縮短形] she is; she has,1,初級
6348,shear,[動詞] 修剪;剪頭髮;剪羊毛; [名詞] 修剪;大剪刀,3,中高級
6349,shed,[動詞] 流出;毛髮等脫落;蛻(殼等); [名詞] 分水嶺;小屋;堆房,3,中高級
6350,sheep,[名詞] 綿羊,1,初級
6351,sheer,[形容詞] 全然的;(紡織物)極薄的;陡峭的; [動詞] 偏航;急轉向; [副詞] 全然;十足地;陡峭地,3,中高級
6352,sheet,[名詞] 一張(紙);床單,1,初級
6353,shelf,[名詞] 架子,1,初級
6354,shell,[名詞] 殼,2,中級
6355,shelter,[動詞] 遮蔽;庇護; [名詞] 遮蓋物;避難所,2,中級
6356,shepherd,[動詞] 看管;守望; [名詞] 牧羊人,2,中級
6357,sheriff,[名詞] 警長,3,中高級
6358,sherry,[名詞] 雪利酒,3,中高級
6359,shield,[動詞] 保護;庇護;掩蓋; [名詞] 盾;保護者;擋板,3,中高級
6360,shift,[動詞] 轉移;移動; [名詞] 移動,2,中級
6361,shilling,[名詞] 先令,3,中高級
6362,shine,[動詞] 照耀,1,初級
6363,shining,[形容詞] 光亮的;華麗的;優秀的,3,中高級
6364,shiny,[形容詞] 晴朗的;有光澤的,2,中級
6365,ship,[動詞] 用船運;郵寄;解雇;上船,1,初級
6366,shipment,[名詞] 裝運;裝載的貨物(量),3,中高級
6367,shipping,[名詞] 運輸;運輸業;(總稱)船舶,3,中高級
6368,shirt,[名詞] 襯衫,1,初級
6369,shiver,[動詞] 發抖;打顫; [名詞] 顫抖;寒顫,3,中高級
6370,shock,[動詞] 使震動; [名詞] 震驚,1,初級
6371,shocked,[形容詞] 震驚的,1,初級
6372,shocking,[形容詞] 令人震驚的,3,中高級
6373,shoe,[名詞] 鞋子,1,初級
6374,shoot,[動詞] 注射;射擊;拍攝; [名詞] 幼芽,1,初級
6375,shooting,[名詞] 發射;打獵,3,中高級
6376,shop,[動詞] 購物; [名詞] 商店,1,初級
6377,shopkeeper,[名詞] 小店主,2,中級
6378,shoplift,[動詞] 冒充顧客在商店內偷竊,3,中高級
6379,shopping,[名詞] 買東西,2,中級
6380,shore,[名詞] 岸邊,1,初級
6381,short,[形容詞] 矮的;短的,1,初級
6382,short-sighted,[形容詞] 目光短淺的,2,中級
6383,short-term,[形容詞] 短期的,3,中高級
6384,shortage,[名詞] 缺少,2,中級
6385,shortcoming,[名詞] 缺點,2,中級
6386,shortcut,[名詞] 捷徑,2,中級
6387,shorten,[動詞] 使變短;縮短,2,中級
6388,shortly,[副詞] 立刻,2,中級
6389,shorts,[名詞] 短褲,2,中級
6390,shot,[名詞] 射擊,1,初級
6391,should,[助動詞] 將;萬一,1,初級
6392,shoulder,[名詞] 肩膀,1,初級
6393,shouldn't,[縮短形] should not,1,初級
6394,shout,[動詞] 呼叫; [名詞] 呼喊;喊叫聲,1,初級
6395,shove,[動詞] 推;撞;亂塞; [名詞] 推;撞,3,中高級
6396,shovel,[動詞] 用鐵鍬挖; [名詞] 鏟子,2,中級
6397,show,[動詞] 表演;顯示; [名詞] 展覽;電影,1,初級
6398,shower,[動詞] 傾注;洗淋浴; [名詞] 陣雨;淋浴,1,初級
6399,shred,[動詞] 切成條狀;用碎紙機撕毀(文件); [名詞] 碎片;碎條;破布,3,中高級
6400,shrewd,[形容詞] 精明的;狡猾的;機靈的,3,中高級
6401,shriek,[動詞] 尖叫;發出尖聲; [名詞] 尖叫聲,3,中高級
6402,shrimp,[名詞] 蝦子,1,初級
6403,shrine,[名詞] 聖壇;神殿,3,中高級
6404,shrink,[動詞] 縮短,2,中級
6405,shrub,[名詞] 矮樹;灌木,3,中高級
6406,shrug,[動詞] 聳(肩); [名詞] 聳肩,2,中級
6407,shudder,[動詞] 發抖;戰慄; [名詞] 發抖;戰慄,3,中高級
6408,shuffle,[動詞] 拖著腳走;改組;;洗(牌); [名詞] 曳行;改組;洗牌,3,中高級
6409,shun,[動詞] 躲開;迴避,3,中高級
6410,shut,[動詞] 關閉,1,初級
6411,shutter,[動詞] 為...裝遮板(或快門等);關(店); [名詞] 關閉物;活動遮板;(相機的)快門,3,中高級
6412,shuttle,[動詞] 短程穿梭般運送; [名詞] (織機的)梭;短程運行的車輛,2,中級
6413,shy,[形容詞] 害羞的,1,初級
6414,sick,[形容詞] 生病的,1,初級
6415,sickness,[名詞] 患病,2,中級
6416,side,[名詞] 邊,1,初級
6417,side effect,[片語] 副作用,3,中高級
6418,sidewalk,[名詞] 路邊行人道,1,初級
6419,sideways,[形容詞] (斜)向一邊的;向旁邊的; [副詞] (斜)向一邊;向旁邊,3,中高級
6420,siege,[名詞] 圍攻;包圍;圍城,3,中高級
6421,sigh,[動詞] 嘆氣,2,中級
6422,sight,[名詞] 視力;景象,1,初級
6423,sightseeing,[名詞] 觀光,2,中級
6424,sign,[動詞] 簽字;做信號; [名詞] 記號,1,初級
6425,signal,[形容詞] 作為信號的;顯著的,2,中級
6426,signature,[名詞] 簽名,2,中級
6427,significance,[名詞] 重要性,2,中級
6428,significant,[形容詞] 有意義的,2,中級
6429,signify,[動詞] 表示...的意思;意味著,3,中高級
6430,silence,[名詞] 寂靜,1,初級
6431,silent,[形容詞] 寂靜的,1,初級
6432,silicon,[名詞] 矽,3,中高級
6433,silk,[名詞] 蠶絲,2,中級
6434,silkworm,[名詞] 蠶,3,中高級
6435,silly,[形容詞] 傻的;無聊的,1,初級
6436,silver,[形容詞] 銀的;銀白的; [名詞] 銀,1,初級
6437,similar,[形容詞] 相似的,1,初級
6438,similarity,[名詞] 類似;相似,2,中級
6439,simmer,[動詞] 煨;燉;(危機等)即將爆發; [名詞] 即將沸騰(或爆發)的狀態,3,中高級
6440,simple,[形容詞] 簡單的,1,初級
6441,simplicity,[名詞] 簡單;單純,3,中高級
6442,simplify,[動詞] 簡化,2,中級
6443,simply,[副詞] 簡單地,1,初級
6444,simulate,[動詞] 模擬;模仿;偽裝,3,中高級
6445,simulation,[名詞] 模擬;模仿;偽裝,3,中高級
6446,simultaneous,[形容詞] 同時發生的;同步的,3,中高級
6447,sin,[動詞] 犯(罪); [名詞] 罪孽,2,中級
6448,since,[副詞] 此後;之前,1,初級
6449,sincere,[形容詞] 誠懇的,1,初級
6450,sincerely,[副詞] 真誠地;誠懇地;由衷地,2,中級
6451,sincerity,[名詞] 真實;誠心誠意,3,中高級
6452,sing,[動詞] 唱歌,1,初級
6453,singer,[名詞] 歌手,1,初級
6454,singing,[名詞] 唱;歌聲;耳鳴,2,中級
6455,single,[形容詞] 單一的;獨身的; [名詞] 單的;一壘安打,1,初級
6456,singular,[形容詞] 單數的;獨個的,2,中級
6457,sinister,[形容詞] 惡意的;陰險的;邪惡的,3,中高級
6458,sink,[動詞] 沉下;陷於; [名詞] 洗物槽,1,初級
6459,sip,[動詞] 啜飲; [名詞] 一小口,2,中級
6460,sir,[名詞] 先生,1,初級
6461,sister,[名詞] 姊妹,1,初級
6462,sit,[動詞] 坐,1,初級
6463,sit-down,[名詞] 坐著(餐飲或會議);靜坐抗議,3,中高級
6464,sit-in,[名詞] 靜坐抗議,3,中高級
6465,site,[名詞] 地點,2,中級
6466,situated,[形容詞] 位於...的;坐落在...的,3,中高級
6467,situation,[名詞] 處境,2,中級
6468,six,[形容詞] 六的; [名詞] 六,1,初級
6469,sixteen,[形容詞] 十六的; [名詞] 十六,1,初級
6470,sixty,[形容詞] 六十的; [名詞] 六十,1,初級
6471,size,[名詞] 大小;尺寸,1,初級
6472,skate,[動詞] 溜冰; [名詞] 冰鞋,1,初級
6473,skating,[名詞] 溜冰,2,中級
6474,skeleton,[形容詞] 骨骼的;骨瘦如柴的;概略的; [名詞] 骨骼;骨瘦如柴的人(或動物);概略,3,中高級
6475,skeptical,[形容詞] 懷疑的;多疑的,3,中高級
6476,sketch,[動詞] 寫生;速寫;為...繪草圖; [名詞] 速寫,2,中級
6477,ski,[動詞] 滑雪; [名詞] 滑雪屐,1,初級
6478,skiing,[名詞] 滑雪(運動);滑雪技術,2,中級
6479,skill,[名詞] 技能,1,初級
6480,skilled,[形容詞] 熟練的;有技能的,3,中高級
6481,skillful,[形容詞] 有技術的,1,初級
6482,skim,[動詞] 去,2,中級
6483,skin,[名詞] 皮膚,1,初級
6484,skinny,[形容詞] 很瘦的,1,初級
6485,skip,[動詞] 略過;漏掉; [名詞] 省略,2,中級
6486,skipper,[動詞] 當...的船長;當...的隊長;帶領; [名詞] 機長(或隊長);蹦跳的人(或物),3,中高級
6487,skirt,[動詞] 繞開,3,中高級
6488,skull,[名詞] 頭骨;骷髏畫,3,中高級
6489,sky,[名詞] 天空,1,初級
6490,skyscraper,[名詞] 摩天樓,2,中級
6491,slack,[形容詞] 鬆弛的;懈怠的; [動詞] 放鬆弛;懶散;懈怠; [名詞] 鬆弛部分;懈怠;寬鬆長褲,3,中高級
6492,slam,[動詞] 猛地關上;砰地放下;打成滿貫; [名詞] 砰然聲;(撲克牌的)滿貫,3,中高級
6493,slang,[名詞] slang,2,中級
6494,slap,[動詞] 摑...耳光;侮辱; [副詞] 砰地;猛然地; [名詞] 摑;侮辱,3,中高級
6495,slash,[動詞] (用刀;劍等)砍;大幅度削減; [名詞] 猛砍;亂砍;大幅度削減,3,中高級
6496,slate,[動詞] 用石板瓦蓋(屋頂等); [名詞] 石板,3,中高級
6497,slaughter,[動詞] 屠宰;屠殺; [名詞] 屠宰;大屠殺,3,中高級
6498,slave,[動詞] 奴隸般工作;苦幹; [名詞] 奴隸,2,中級
6499,slavery,[名詞] 奴隸身分;奴役,2,中級
6500,slay,[動詞] 殺死;殺害,3,中高級
6501,sled,[動詞] 乘雪橇; [名詞] 平底雪橇,3,中高級
6502,sleep,[動詞] 睡覺; [名詞] 睡眠;死亡;冬眠,1,初級
6503,sleepy,[形容詞] 想睡的,1,初級
6504,sleeve,[名詞] 袖子;袖套,2,中級
6505,sleigh,[動詞] 駕雪橇;用雪橇運輸; [名詞] (輕便)雪橇,3,中高級
6506,slender,[形容詞] 纖細的,1,初級
6507,slice,[動詞] 切成薄片; [名詞] 薄片,2,中級
6508,slick,[形容詞] 滑溜溜的;圓滑的; [動詞] 使光滑;使滑溜;使漂亮; [名詞] (漂有浮油的)光滑水面;滑頭,3,中高級
6509,slide,[動詞] 滑壘滑動; [名詞] 滑梯;土崩,1,初級
6510,slight,[形容詞] 輕微的;微小的; [動詞] 輕視;藐視; [名詞] 輕蔑;怠慢,2,中級
6511,slightly,[副詞] 輕微地;稍微地;微小地,2,中級
6512,slim,[形容詞] 細長的;微小的,1,初級
6513,slip,[動詞] 滑動;鬆脫; [名詞] 滑跤,1,初級
6514,slippers,[名詞] 拖鞋,1,初級
6515,slippery,[形容詞] 容易滑的;不明確的,2,中級
6516,slit,[動詞] (縱向)切開;縱裂; [名詞] 狹長的口子;投幣口;狹縫,3,中高級
6517,slogan,[名詞] 口號,2,中級
6518,slope,[動詞] 使傾斜;使有坡度; [名詞] 傾斜;坡度,2,中級
6519,sloppy,[形容詞] 懶散的;草率的,3,中高級
6520,slot,[動詞] 開狹長的孔;把...納入序列中; [名詞] 狹長孔;投幣口;位置;吃角子老虎,3,中高級
6521,slow,[形容詞] 緩慢的; [動詞] 使慢,1,初級
6522,slum,[動詞] 去貧民窟; [名詞] 貧民窟;陋巷,3,中高級
6523,slump,[動詞] (沈重地)倒下;(經濟)衰落; [名詞] 暴跌;不景氣;消沈,3,中高級
6524,sly,[形容詞] 狡猾的,3,中高級
6525,smack,[動詞] 略有滋味;掌摑;咂(嘴);響吻; [副詞] 猛然地;砰然作聲地;不偏不倚地; [名詞] 滋味;少許;掌摑;咂嘴(聲);響吻,3,中高級
6526,small,[形容詞] 小的,1,初級
6527,smallpox,[名詞] 天花,3,中高級
6528,smart,[形容詞] 聰明的,1,初級
6529,smash,[動詞] 粉碎;瓦解;殺球; [名詞] 粉碎;瓦解;(演出等的)成功,3,中高級
6530,smell,[動詞] 聞; [名詞] 氣味;香味;臭味;嗅覺;一嗅,1,初級
6531,smile,[動詞] 微笑; [名詞] 微笑,1,初級
6532,smog,[名詞] 煙霧,2,中級
6533,smoke,[動詞] 抽煙;冒煙; [名詞] 煙,1,初級
6534,smoking,[名詞] 冒煙,2,中級
6535,smoky,[形容詞] 冒煙的,2,中級
6536,smooth,[形容詞] 平滑的,2,中級
6537,smother,[動詞] 使窒息;悶住(火);扼殺,3,中高級
6538,smuggle,[動詞] 走私,3,中高級
6539,snack,[動詞] 吃快餐;吃點心; [名詞] 點心,1,初級
6540,snail,[名詞] 蝸牛,1,初級
6541,snake,[名詞] 蛇,1,初級
6542,snap,[形容詞] 突然的; [動詞] 突然折斷;用快照拍攝; [名詞] 猛咬;突然折斷;劈啪聲;快照;活力,2,中級
6543,snare,[動詞] (用陷阱等)捕捉;誘...入圈套; [名詞] (捕捉鳥、獸的)陷阱;圈套,3,中高級
6544,snarl,[動詞] 吠;咆哮;纏結; [名詞] 吠;咆哮;纏結,3,中高級
6545,snatch,[動詞] 奪走;抓住; [名詞] 奪取;抓走,3,中高級
6546,sneak,[動詞] 偷偷地走,2,中級
6547,sneakers,[名詞] 球鞋,1,初級
6548,sneaky,[形容詞] 鬼鬼祟祟的,1,初級
6549,sneer,[動詞] 輕蔑地笑;譏諷; [名詞] 冷笑;嘲笑,3,中高級
6550,sneeze,[動詞] 打噴嚏; [名詞] 噴嚏,2,中級
6551,sniff,[動詞] 嗅;用力吸;抽鼻涕; [名詞] 嗅;聞;吸氣聲,3,中高級
6552,snore,[動詞] 打鼾; [名詞] 打鼾;鼾聲,3,中高級
6553,snorkel,[名詞] 潛水呼吸管;潛艇換氣裝置,3,中高級
6554,snort,[動詞] 噴鼻息;輕蔑(或憤怒)地哼; [名詞] 噴鼻息;噴氣聲,3,中高級
6555,snow,[動詞] 下雪; [名詞] 雪,1,初級
6556,snowman,[名詞] 雪人,2,中級
6557,snowy,[形容詞] 似雪的;多雪的,1,初級
6558,so,[副詞] 這麼;也如此; [連接詞] 因此,1,初級
6559,so-called,[形容詞] 所謂的;號稱的,3,中高級
6560,soak,[動詞] 浸泡;使濕透; [名詞] 浸泡;浸漬,3,中高級
6561,soap,[動詞] 用肥皂擦洗;向...灌迷魂湯; [名詞] 肥皂,1,初級
6562,soar,[動詞] 往上飛舞;翱翔;暴漲,3,中高級
6563,sob,[動詞] 嗚咽;啜泣; [名詞] 嗚咽(聲),2,中級
6564,sober,[形容詞] 清醒的;沒喝醉的;嚴肅的; [動詞] 使醒酒;使清醒;變得嚴肅,3,中高級
6565,soccer,[名詞] 足球,1,初級
6566,sociable,[形容詞] 好交際的;善交際的,2,中級
6567,social,[形容詞] 社會的;交際的,1,初級
6568,socialism,[名詞] 社會主義,3,中高級
6569,socialist,[形容詞] 社會主義(者)的; [名詞] 社會主義者,3,中高級
6570,socialize,[動詞] 交際;社會主義化,3,中高級
6571,society,[名詞] 社會,1,初級
6572,sociology,[名詞] 社會學,3,中高級
6573,socket,[名詞] 插座;插口,2,中級
6574,socks,[名詞] 一雙襪子,1,初級
6575,soda,[名詞] 蘇打;汽水,1,初級
6576,sodium,[名詞] 鈉,3,中高級
6577,sofa,[名詞] 沙發,1,初級
6578,soft,[形容詞] 柔軟的,1,初級
6579,softball,[名詞] 壘球,2,中級
6580,soften,[動詞] 使變柔軟;使變和藹,3,中高級
6581,software,[名詞] 軟體,2,中級
6582,soil,[動詞] 弄髒; [名詞] 土,2,中級
6583,solar,[形容詞] 太陽的;日光的,2,中級
6584,soldier,[名詞] 軍人,1,初級
6585,sole,[形容詞] 單獨的;唯一的; [動詞] 給(鞋等)裝底(或換底); [名詞] 腳底;鞋底;襪底;底部;比目魚,3,中高級
6586,solely,[副詞] 單獨地;唯一地;僅僅;完全,3,中高級
6587,solemn,[形容詞] 嚴肅的;莊嚴的;鄭重的,3,中高級
6588,solicitor,[名詞] 懇求者;募捐者;初級律師,3,中高級
6589,solid,[形容詞] 結實的;堅固的; [名詞] 固體食物,2,中級
6590,solidarity,[名詞] 團結一致,3,中高級
6591,solitary,[形容詞] 單獨的;唯一的;隱居的; [名詞] 獨居者;隱士,3,中高級
6592,solitude,[名詞] 孤獨;隱居,3,中高級
6593,solo,[形容詞] 獨奏的;獨唱的;單獨的; [副詞] 單獨地; [名詞] 獨奏(曲);獨唱(曲);單飛,3,中高級
6594,soluble,[形容詞] 可溶解的;可解決的,3,中高級
6595,solution,[名詞] 解答;溶劑,1,初級
6596,solve,[動詞] 解決,1,初級
6597,some,[代名詞] 一些,1,初級
6598,somebody,[代名詞] 某人,1,初級
6599,somebody's,[縮短形] somebody is; somebody has,1,初級
6600,someday,[副詞] 將來有一天,3,中高級
6601,somehow,[副詞] 不知怎麼的,2,中級
6602,someone,[代名詞] 某人,1,初級
6603,something,[代名詞] 某事,1,初級
6604,sometime,[形容詞] 以前的; [副詞] 某一時候;日後,2,中級
6605,sometimes,[副詞] 有時候,1,初級
6606,somewhat,[副詞] 有點,2,中級
6607,somewhere,[副詞] 在某處,1,初級
6608,son,[名詞] 兒子,1,初級
6609,song,[名詞] 歌曲,1,初級
6610,soon,[副詞] 即刻;不久,1,初級
6611,soothe,[動詞] 安慰;哄;減輕,3,中高級
6612,sophisticated,[形容詞] 老於世故的;精通的;精密的,3,中高級
6613,sophomore,[名詞] (大學;高中的)二年級學生,3,中高級
6614,sore,[形容詞] 疼痛的; [名詞] 痛處;瘡,1,初級
6615,sorrow,[名詞] 悲痛,2,中級
6616,sorrowful,[形容詞] 悲傷的;令人傷心的,3,中高級
6617,sorry,[形容詞] 抱歉;遺憾的,1,初級
6618,sort,[動詞] 把...分類; [名詞] 類型;排序,1,初級
6619,soul,[名詞] 靈魂,1,初級
6620,sound,[形容詞] 完好的;堅固的;合理的,2,中級
6621,soundtrack,[名詞] 聲帶;電影配音,3,中高級
6622,soup,[名詞] 湯,1,初級
6623,sour,[形容詞] 酸的,1,初級
6624,source,[名詞] 源頭,1,初級
6625,south,[形容詞] 南方的; [副詞] 向南方; [名詞] 南方,1,初級
6626,south-east,[副詞] 朝向東南,2,中級
6627,south-west,[副詞] 朝向西南,2,中級
6628,southern,[形容詞] 南方的;向南方的,1,初級
6629,souvenir,[名詞] 紀念品,2,中級
6630,sovereign,[形容詞] 最高統治者的;具有獨立主權的; [名詞] 君主;元首;主權國家,3,中高級
6631,sovereignty,[名詞] 統治權;主權;主權國家,3,中高級
6632,sow,[動詞] 播(種); [名詞] 母豬;牝豬,2,中級
6633,soy sauce,[名詞] 醬油,1,初級
6634,soybean,[名詞] 大豆,2,中級
6635,space,[名詞] 空位;太空,1,初級
6636,spacecraft,[名詞] 太空船,2,中級
6637,spacious,[形容詞] 寬敞的;廣闊的,3,中高級
6638,spade,[名詞] 鏟;鍬,2,中級
6639,spaghetti,[名詞] 義大利麵條,1,初級
6640,span,[動詞] 跨越;在...架橋; [名詞] 礅距;跨度;一段時間,3,中高級
6641,spare,[形容詞] 多餘的,2,中級
6642,spark,[動詞] 發動;點燃; [名詞] 火花,2,中級
6643,sparkle,[動詞] 發火花;閃耀;煥發; [名詞] 火花;閃耀,2,中級
6644,sparrow,[名詞] 麻雀,2,中級
6645,spatial,[形容詞] 空間的;空間性的,3,中高級
6646,speak,[動詞] 說;講,1,初級
6647,speaker,[名詞] 演講者;揚聲器,1,初級
6648,spear,[動詞] 刺,2,中級
6649,special,[形容詞] 特別的; [名詞] 特刊;特別節目;特色菜;特價商品,1,初級
6650,specialist,[名詞] 專家;專科醫生,3,中高級
6651,specialize,[動詞] 專攻;專門從事,3,中高級
6652,specialized,[形容詞] 專業的;專業化的,2,中級
6653,specially,[副詞] 特別地,3,中高級
6654,specialty,[名詞] 專業;專長,3,中高級
6655,species,[名詞] 種類;種,2,中級
6656,specific,[形容詞] 特殊的,2,中級
6657,specifically,[副詞] 特別地,3,中高級
6658,specification,[名詞] 詳述;規格;明細單,3,中高級
6659,specify,[動詞] 具體指定;詳細指明,3,中高級
6660,specimen,[名詞] 樣品;標本,3,中高級
6661,spectacle,[名詞] 景象;奇觀;壯觀,3,中高級
6662,spectacular,[形容詞] 壯觀的;壯麗的; [名詞] 奇觀;壯觀,3,中高級
6663,spectator,[名詞] 旁觀者;目擊者,2,中級
6664,spectrum,[名詞] 光譜;頻譜,3,中高級
6665,speculate,[動詞] 推測;投機;推斷,3,中高級
6666,speculation,[名詞] 推測;投機,3,中高級
6667,speech,[名詞] 言論;演講,1,初級
6668,speed,[動詞] 加速;促進; [名詞] 速度,1,初級
6669,spell,[動詞] 拼字; [名詞] (一段)工作時間;一段時間;輪班;魅力,1,初級
6670,spelling,[名詞] 拼字;拼寫;拼法,1,初級
6671,spend,[動詞] 花費(錢或時間),1,初級
6672,sperm,[名詞] 精子,3,中高級
6673,sphere,[名詞] 球;球體;球形,3,中高級
6674,spice,[動詞] 加香料於; [名詞] 香料,2,中級
6675,spicy,[形容詞] 辛辣的;痛快的,2,中級
6676,spider,[名詞] 蜘蛛,1,初級
6677,spike,[動詞] 用大釘釘牢;用尖物刺穿; [名詞] 牆頭釘;尖鐵;釘鞋;細高跟,3,中高級
6678,spill,[動詞] 使溢出;使濺出;使散落; [名詞] 溢出;濺出;散落,2,中級
6679,spin,[動詞] 使(陀螺等)旋轉; [名詞] 旋轉;自旋,2,中級
6680,spinach,[名詞] 菠菜,2,中級
6681,spine,[名詞] 脊柱;書脊;骨氣,3,中高級
6682,spiral,[形容詞] 螺旋(形)的;盤旋的; [動詞] 盤旋;成螺旋形; [名詞] 螺旋(形);盤旋,3,中高級
6683,spire,[名詞] 尖塔;尖頂,3,中高級
6684,spirit,[名詞] 精神,1,初級
6685,spiritual,[形容詞] 心靈的;崇高純潔的,2,中級
6686,spit,[動詞] 吐(唾液等); [名詞] 唾液,2,中級
6687,spite,[名詞] 惡意,2,中級
6688,splash,[動詞] 濺,2,中級
6689,splendid,[形容詞] 燦爛的;傑出的,2,中級
6690,splendor,[名詞] 光輝;壯觀;輝煌,3,中高級
6691,split,[形容詞] 分裂的;分離的; [動詞] 劈開;切開; [名詞] 分裂;分割,2,中級
6692,spoil,[動詞] 寵壞,2,中級
6693,spokesman,[名詞] 發言人,2,中級
6694,sponge,[動詞] (用海綿)揩拭;海綿般地吸收; [名詞] 海綿;海綿狀物,3,中高級
6695,sponsor,[動詞] 發起;主辦;倡議;贊助; [名詞] 發起者;主辦者,2,中級
6696,sponsorship,[名詞] 贊助,3,中高級
